||(speak)è (male)Ìen.|The speaker is thought to be taken from a set of men.<br>a speaker from a set of men|the <em>speaking</em> man (restrictive)
09Inner partitive||(weave)á (group)iè (father)ène.|Father is thought to be taken from a set of weavers, grouped people.|Father is weaving in a group. Father is part of a group of weavers.
||(walk)á (beaver)ynÌ (butcher)èny.|The beaver and the butcher are thought to be taken from a set of walkers.|The beaver and the butcher are walking.
10Topic¤5||(see){à} (mouse)Ìe (white)Ìy.||I see white mice.
||(see){è} (mouse)Ìe (white)Ìy.|The seen things, white mice, (exist.)|There are white mice I see.<nonut> I see <em>the</em> white mice.</nonut>
|¤>|(bridge){è} (female)Ìe.|A bridge builder, [i.e.] she, (exists.)|It’s her who’s building bridges.<br><em>She</em> builds bridges.
10Receptive¤5||(give){à} (bottle)Ìy.|The action of giving a bottle (exists.)|Someone gives / Someone gets a bottle. (neutral form)
||(give){è} (bottle)Ìy.|The giver of a bottle (exists.)|Someone gives a bottle.
||(give){ì} (bottle)Ìy.|The recipient of a bottle (exists.)|Someone gets a bottle.
10Perfect¤5||(bridge){ìl} vèe.|The consequence of making bridges (exists.)|I have built bridges.
||(give){íl} (FatherChristmas)yè (bottle)yÌ (Lucy)Ìi.|The consequence of giving a bottle (exists.)|Father Christmas has given Lucy a bottle.
10Perfect participle||wà (spill){ìl}y. => (spill){il}wÌ.|The content of the parole is the consequence of spilling.|a spilt thing
||(milk)Ì (spill)il{v}Ìy.|(change of pronoun)|spilt milk
10Stative¤5||(seat){ìl} (child)Ìy.|The children have sat down / have been seated. (The consequence of this action exists.)|The children are sitting.
|¤|(see){ìl} (Edmund)yì (beaver)Ìe.|Edmund has seen beavers.|Edmund knows beavers.
|¤|(teach){ìl} (Edmund)yì (orangutan)Ìy.|Edmund has been taught about orangutans.|Edmund knows about orangutans.
||(tortoise){ìl} (this)yÌ vèU.|This tortoise has been made for me.|This is my tortoise. This tortoise is mine.
10‘possess’¤5||(bottle){Ì} (Lucy)Ì{U}.|A bottle for Lucy / Lucy’s bottle (exists.)|Lucy has got / possesses a bottle.
10Purpose¤5||(search){Ùl} (Snark)Ìi.|The aim of searching (exists.)|I’ve found the Snark<nonut>-dat</nonut>.
10No purpose||(not)à (search){Ùl}y. => (search)Ul(not)à\u124?Ùl.|The aim of searching (i.e. finding it) doesn’t exist.|I don’t (can’t) find it.
||<=> (search)à (not)Ì{Ul}.||I am searching aimlessly.
10Beginning||(sing){èR}.||She starts to sing.
||(sing){iR}(not)à.||She doesn’t stop singing. She continues to sing.
||(do){iR}(not)à.||It doesn’t stop. It continues. [e.g. the recurring part of a number]
10Objects¤5||(do){à} (search)Ul{à} (bake)èel.|The aim of searching, i.e. the finding, is an action; this action happened because of the baker.|I found it because of the baker.
|¤|(do){à} (speak)íR{a} zeè (orangutan)yý (loud)ÌOl.||I stopped talking about orangutans because of the noise-psu.
|¤|(do){á} veè (move)ìR{a}.||I stopped him.
|¤|(do){á} veè (ask)Ul{à} <(blue)Ìy>.||I answer ‘blue’.
10Objects II||(seat)ìl (child)yÌ (chair)Ìi.|The children have been seated on chairs-dat.<br>(receiving use of a <a href="3.html#self-transporting" title="Self-transporting plot usage">verb of placement</a>)|The children are sitting on chairs.
10Objects III||(read){íR} veì (midnight)Ì{iR}.||I stopped reading at midnight.
10Topic nesting||(do){èR} (ask){Ùl}a.||I’m starting to answer.
||(do){ìl} (meet){ìR}a.||I have stopped meeting her.
||(do){ìl} (live){ìR}a.|He has stopped living.|He is dead (implying that he has lived before; compare <a href="8.html#weighted" title="Weighted words">this translation of ‘dead’</a>).
10Adverbs||(do){à} (strange)Ì{a}.||He behaves strangely.
||(do){èR} (strange)Ì{a}.||He is beginning to behave strangely.
|>|(sneeze){à} (two)Ì{a}.||She sneezes twice.
||(sneeze){àl} (two)Ì{a}.||She does sneeze twice. It’s a fact that she sneezes twice.
10Noun¤5||(lace){ìl} (thread)Ì{i}.|The thread-dat has become / has been made into lace.|The thread is lace.
|¤|(goose){ìl} (child)Ì{i}.|The child-dat has been made a goose.|The child is a goose.
|¤Mark the difference:|||
|¤|(goose)ìl (child)Ì{y}.||It’s a child goose, a young goose.
10Noun unabsorbed|Predicatives with overt (not absorbable) accusative objects include:|||
||(make)ìl (beaver)yì (lace)è{y}.|The beaver has been made a lace-maker.|The beaver is a lace-maker.
||(prove)á (Lucy)yì (hero)è{y}.||Lucy proved a hero.
10Noun object¤5||(name)á (Susan)yè (goose)y{Ì} (Lucy)Ìi.||Susan calls Lucy a goose.
10Adjective¤5||(beautiful)ìl (female)Ì{i}.|The woman has become / has been made beautiful.|The woman is beautiful.
|¤|(beautiful)ìl (female)Ì{y}.|the woman = the beautiful one|
|¤|(colour)ìl (snow)Ì{y}.|snow = a coloured thing|The snow is coloured. The colour of snow exists.<br>(see <a href="5.html#non_benefactive" title="Genitive: Translated with other cases">Genitive: Translated with other cases</a>)
10Adjective + ‘for’||(beautiful)ìl (Achilles)y{Ì} (race)Ì{yn}.|The racers are the set from which the beautiful ones are taken.|Achilles is beautiful for a racer.
10Adjective + infinitive||(difficult)il(1/4)ìl (paint)à{i} (bridge)Ìi.|To paint the bridge / Painting the bridge has been made easy.<br>[e.g. Someone has given me an easy-to-handle brush.]|The bridge is easy to paint.
||(difficult)il(1/4)ìl (paint)à{y} (bridge)Ìi.|to paint the bridge = an easy thing|
10Adjective object¤5||(green)à (bridge)Ì{i}.|<nonut>(resultative)</nonut>|She makes (colours, paints) the bridge green.
||(paint)à (green)y{Ì} (bridge)Ì{i}.|<nonut>(resultative)</nonut>|She paints the bridge green.
|¤|(drink)à (black)y{Ì} (coffee)Ì{y}.|(depictive)|She drinks [her] coffee black.
10Adjectives as adverbs||(sing)á (female)y{è} (sad)è{e}.|The singing woman is sad.|The woman sings sadly.
11Quality¤6||(do)á (Othello)y{è} (mad)è{em}.|Othello behaves like a mad one (a madman).|Othello behaves like mad.
11Quality adverb||(sing)á (female)y{è} (sad)è{em}.|The woman sings like a sad one.|The woman sings sadly.
11Missing qualitatives||(do)á (Othello)yè (mad)eèm (lie)à{Ol}.||Othello behaves like mad because of a lie.
11Different|Compare:|||
||(do)á (Othello)yè (Roderigo)yèm (lie)aÒl {(wine)ÌOlm}.|(different reasons)|Othello behaves because of a lie like Roderigo because of the wine.
||(do)á (Othello)yè (Roderigo)yèm (lie)aÒl {(any)ÌOlm}.|(explicitly no reason for Roderigo given)|Because of a lie, Othello behaves like Roderigo.
||(do)á (Othello)yè (Roderigo)yèm (lie)aÒl {àOlm}.|(identical lie)|Othello behaves like Roderigo because of the [same] lie.
11Non-identity||(drink)á veì (wine)yÌ vi{ìm} (beer)Ì{ym}.|I am drinking wine like you beer.|I am drinking wine, you beer.
||(drink)á veì (wine)Ìy. ^ á vè{im}.|I am drinking wine. — Like me.|I am drinking wine. — Me too.
11Inner qualitative||(tortoise)ìl (this)yÌ veÙ (live)a(not)e{Ìm} vìUm.|(circumventing Rule Four for your, the dead, tortoise)|This tortoise is mine, like the dead one is yours.
||<=> (live)a(not)à (tortoise){Ìm}e (this)yÌ zeÙ zìUm.||
|Now we move ‘this [is] my tortoise’ (the second to fourth words) to a separate sentence and refer to it with a pronoun:|||
||(tortoise)ìl (this)yÌ vèU. (live)a(not)à {fÌme} zìUm.||This is my tortoise. Yours is dead.
||(rest)à (blue)Ìi.||...&nbsp;And the blue one is resting.
11Inner qualitative II||(do)á (Othello)yè (Roderigo)yèm (lie)aÒl {àm}Olm.||Othello behaves like Roderigo because of a different lie.
||(drink)á veìm (cup)yèr {Ìm}erm.|(Compare ‘<a href="8.html#different" title="Modified objects: ‘different’">She is drinking from a different cup</a>’.)|She is drinking from a different cup than me.
11Object comparison||(wine)ìl (drink)ýy zeí ýmym zìim.|(inner qualitative to save a second instance of ‘drink’)|The wine drunk by me is like the wine drunk by you.
||(wine)ìl (drink)ýy zeì {ziím} Ìmym.|(moving ‘you’ to the other ‘drinking’ without leaving the comparing world)|
||<=> (drink)á veì viìm (wine)Ìy \(vÌmym\).||I am drinking a wine like [the one] you [are drinking].
11‘despite’ and ‘against’||(love)á (Desdemona)yè (Othello)yì (approve)à{Olm} (father)Ìe zèe.|Desdemona loves Othello like with her father’s approval / as if her father approved.|Desdemona loves Othello despite her father’s objections.
||(err)à (move)irì {(not)}ìl{elm} (compass)ùy.|He got lost (erred in the end point of his movement) as if the cause was that no compass existed.|He got lost despite his compass.
||(do)à (law)y{(opposition)}Ì{Olm}.|He is acting like / as if because of the opposite law. (<a href="8.html#modified" title="Modified objects">modified object</a>)|He is acting against the law.
11Adjectives¤6||(friend)è (father)è{em}.|a friend like a father (but see <a href="<nonut>5</nonut><nut>3</nut>.html#possession_adj" title="Adjectives of possession">Adjectives of possession</a>)|a paternal friend
||(colour)Ì (snow)Ì{ym}.|coloured like snow|snow-coloured, snow-white
|¤|(female)Ì (love)ì{ym} (Othello)Ìe.||a woman like the one loved by Othello; a woman like the beloved of Othello
|¤|(room)Ì (256)Ì{ym}.|rooms like 256|about/approximately 256 rooms
11Comparison verbs¤6||(amount){Ì} (beautiful)il{Ì} (wit)à{ym}.|an amount of beauty like [the one] of wit|as much beauty as wit
||(more){Ì} (beautiful)il{Ì} (wit)à{ym}.||more beauty than wit<nonut>*</nonut>
||(more){Ì} (beautiful)ìl{y\(n\)}.||more (of the) beauty
||(most){Ì} (beautiful)ìl{y\(n\)}.||most (of the) beauty
|We can now topicalise and compound<nonut>, resulting in the <a href="8.html#weighted" title="Weighted words">familiar</a> epenthetic consecutive</nonut>:|||
||(more){ìl} (beautiful)ìly.||The beauty is (something that is) more.
||=> (beautiful)il(more)Ì.||the more beautiful one, more beautiful
||(most){ìl} (beautiful)ìly.||The beauty is (something that is) most.
||=> (beautiful)il(most)Ì.||the most beautiful one, most beautiful
11Positive¤6||(dense)ìl (fantasy)y{Ì} (air)Ì{ym}.|Fantasy has a density like air.|Fantasy is as thin as air.
11Positive object comparison||(climb){á} (Romeo)yÌ (squirrel)yÌm (nimble)Ì{a} \[v{àm}ym\].||Romeo climbs as nimbly as a squirrel.
||(give)á (Capulet)yè (amount)Ìy (eat)yÌ (drink)Ìym.||Capulet gave us as much food as drink.
11Positive attributes¤6||(peace)á (male)Ìe (wise){è}y cèn{em}.||Men as wise as we keep the peace.
11Comparative¤6||(fast)a(more){é} (horse)Ì{e} (this)Ìy.|(The horse is the source of the speed; see <a href="<nonut>4</nonut><nut>3</nut>.html#adjectives" title="Adjectives">Adjectives</a>.)|the faster one, this horse
||(fast)a(more){á} (horse)Ìe (this)Ìy.||This horse is faster.
|With a qualitative object:|||
|¤|(fast)a(more)á (horse)Ì{e} (this)yý Ìm{em} (Neapolitan)ÌUm.|(incidentally also having an inner qualitative)|This horse is faster than the Neapolitan’s.
||(fast)a(more)á (horse)Ì{e} (this)yý (1/1)Ì{em}.||This horse is faster than all [others<nonut>, other horses, animals, etc.</nonut>].
11Comparative variants|<id=variants>Here are some variants, the last being an analogy in which the comparative verb has been replaced with a numeral:|||
||(fast)a(more)il{(opposition)}á (horse)Ìe (this)yý Ìmem (Neapolitan)ÌUm.||This horse is not as fast as / less fast than the Neapolitan’s.
||(fast)a(more)il{(1/4)}á (horse)Ìe (this)yý Ìmem (Neapolitan)ÌUm.||This horse is a bit faster than the Neapolitan’s.
||(fast)a{(two)}á (horse)Ìe (this)yý Ìmem (Neapolitan)ÌUm.|The ‘speeds’ of this horse in comparison to the Neapolitan’s are two.|This horse is twice as fast as the Neapolitan’s.
|Comparing words other than adjectives:|||
||(do)a(more)á (Neapolitan)yè (speak)aà (do)àam.|(The desorption removes ‘speak’ from the comparing sentence.)|The Neapolitan talks more than he acts.
||(enthusiasm)a(more)à (hunt)ùa (this)yý (enjoy)ùam \{fÌy\}.|(The enthusiasm is the means of hunting.)|These [things] are are with more spirit chased than enjoyed.
11Comparative object comparison||(climb)á (Romeo)yÌ (squirrel)yÌm (nimble)a(more)Ìa.||Romeo climbs more nimbly than a squirrel.
11‘the...the’||(run)á (horse)yÌ (fast)Ìa.||
||<=> (amount)ìl (good)il{Ì} (fast)à{ym} (run)áy (horse)Ìy.|The goodness is as much as the speed of the horse running.|The faster the horse runs, the better.
11Superlative¤6||(wit)a(most)á (Bottom)y{è} \((weave)è{en}\).||Bottom is the wittiest (of the weavers).<br>Bottom is the wittiest weaver.
11Superlative attributes¤6||(wit)a(most){é} (weave)è{en}.|the wittiest one from the set of weavers|the wittiest weaver
||(wit)a(most){é} (weave)è{e}.||the wittiest one, who is a weaver
11Elative||(wit)a{(1/1)}è.||wittiest, extremely witty
12Adverbials¤6||(fly)á (ship)yÌ (front)Ì{ar}.||The ship is flying at the front.
||(move)à (smoke)yÌ (ship)Ì{er}.||The smoke comes from the ship.
||(move)à (smoke)yÌ (outside)il(opposition)Ì{er} (ship)Ì{e}.|(with reference object)|The smoke comes from the inside of the ship / from inside the ship.
|¤|(between)Ì (castle)Ì{e}.|the area between [the parts of] the castle|the coutyard of the castle
|¤|(jump)á (cow)yÌ (up)il(1/1)Ì{ur} (moon)è{e}.|The cow jumps across an area exactly above the Moon.|The cow jumps over the Moon.
|¤|(walk)à (3/4)y{ÌR} (ship)Ì{Or}.||He walked for a long time away from the ship.
12Adjectivals¤6|¤|(make)ìl (tower)y{Ì} (outside)il(opposition)Ì{ar} (shipyard)Ìe.|The tower has been made in the space dock. (depictive)|The tower-acc is in(side) the space dock. [It has always been there.]
|¤|-> (tower)ìl (outside)il(opposition)Ì{ar} (shipyard)Ìe.|(absorption)|
|¤|(make)ìl (tower)y{Ì} (shipyard)Ì{or}. -> (tower)ìl (shipyard)Ì{or}.|(depictive, with scenic case)|The tower-acc is in(side) the space dock. [They decided to build it there.]
|¤|(make)ìl (ship)y{ì} (shipyard)Ì{or}.|The ship has become something in the space dock. (resultative, with scenic)|The ship-dat is in(side) the space dock. [It has come there for maintenance.]
|>|(make)ìl (captain)e{ì} (3/4)y{ÌR} (up)il(1/4)Ì{yr}.||The captain is old and small.
|¤|(make)ìl (front)il(3/4)Ì{aR}.||It is late.
12Attributive||(see)à (ship){Ì}e (fly)Ì{y} (front)Ìar.||I see the ship flying at the front.
||(see)à (ship){Ì}e (1/4)yÌr (make)ì{y} (shipyard)Ìor.|(resultative, with scenic)|I see the small ship in the space dock.
||(see)à (tower)Ìe (outside)il(opposition)Ìar (shipyard)Ìe.|(depictive, absorption)|I see the <em>tower in the space dock</em>.
||(see)à (make){ì}e (right)yàr (ship)Ì{in}.||I see the right one of the ships, the ship at the right.
|>|(see)à (tower)yè (outside)il(opposition)Ì{er} (shipyard)Ìe.|(The optical stimulus comes from inside the space dock.)|I see the tower <em>in the space dock</em>.
12Measuring||(beaver)ìl (front)Ìyr (twelve)Ì{il} (lengthunit){ìl}y. => (beaver)ìl (front)Ìyr (lengthunit)il(twelve)Ìil.|The front-ness is 12 length units (of 9.2&nbsp;cm each).|The beaver is 110&nbsp;cm (43½&nbsp;in) long.
||(announce)à (front)il(opposition)ÌaR (week)il(two)Ìil.||two weeks’ notice
12Height vs. angle||— (up)il{(lengthunit)}il(3/4)Ìar.|many length units up|at a great height
||— (up)il{(angleunit)}il(3/4)Ìar.|many angle units up|near the zenith
12Orientation||(make)à (front)Ì{i} (chair)yé (door)Ì{ar}.|An area in front of the chair is made to be at the door.|I turn the chair towards the door.
||(make){ìl} (front)Ìi (chair)yé (door)Ìar.|(perfect)|The chair faces the door.
||(front)il(not)ìl (tree)Ìe.|The tree has no front-ness.|The tree is symmetric; it is a free-standing tree.
||(shout)à vi{Ùr} (front)il(opposition)Ì{er} \{(run)áe cìy\}.|I am shouting towards you from the back (of your running).|I am shouting after you.
12Orientation II||(up)ìl (tree)yè (up)il(3/4)Ì{y}.|An area up in the tree’s coordinate system is an area much up in the general coordinate system. (depictive)|The tree is leaning somewhat.
|>|(front)à (jump)aè (up)Ì{i} fÌe.|The area up of the jumper (pronoun) is made something at the front of the jump. (resultative)|
||<=> (jump)à (front)èa (up)Ìi zÌe.||He jumps head first.
12Comparison|Compare:|||
||(make)ìl (ship)yì (up)il{(not)}Ìar (shipyard)Ì{e}.|The ship is not above (i.e. at the same height as) the space dock.|The ship is as high up as the space dock [in the space dock’s coordinate system].
||(make)ìl (ship)yì (up)Ìar (shipyard)Ì{e}.|The ship is above the space dock.|The ship is higher up than the space dock [in the space dock’s coordinate system].
||(make)ìl (ship)yì (shipyard)y{ìm} (up)Ìar.||The ship is as high up as the space dock [in another coordinate system, e.g. mine].
||(make)ìl (ship)yì (shipyard)y{ìm} (up)il{(more)}Ìar.||The ship is higher up than the space dock [in another coordinate system].
|>|(eat)à (front)ÌaR \(vám{e} cìim\).|(inner qualitative referring to ‘eat’)|I’ll eat later (than you).
||(eat)à vi{ìm} (front)il{(more)}ÌaR.|(simpler phrasing; see <a href="11.html#comparative_object" title="Comparative">‘Romeo climbs more nimbly than a squirrel’</a>)|I’ll eat later than you.
12Comparison no front||(make)ìl (tree)yì (stone)y{ìm} (front)il{(more)}Ìar.|The tree is more in front [of me] than the stone.|The stone is in front of the tree. The tree is behind the stone.
12Comparison measurement||(more){ìl} (fast)ày (horse)yè (dog)yém (speedunit)il(16)Ì{il}.|The more-ness is 16 speed units. The speed is more by 16 units.|The horse is faster than the dog by 4&nbsp;km&frac;h (2½&nbsp;mph).
12Tense¤6||(dance)à {vàaR}. <=> => (dance){aRw}à.|The time of dancing is the parole.|I am dancing [now].
||(dance)à {(front)ÌaR \{zàe\}}. <=> => (dance){aR(front)}à.||I will dance [later].
||(dance)à {(front)il(opposition)ÌaR}. <=> => (dance){aR(front)il(opposition)}à.||I danced [earlier].
12Future perfect||(do){à} (eat)il{à} (midnight)ÌaR.|(see <a href="10.html#objects" title="Objects of topicalised verbs">Objects of topicalised verbs</a>)|I will have eaten by midnight.
12Participle tense||(male)Ì (speak){aRv}èy.||a <em>now</em> speaking man; a man speaking at the moment
||(male)Ì (speak){aR(front)}èy.||a man who will be speaking
12Aspect||(drink)a{(one)}à (coffee)yÌ (black)Ìy.|(semelfactive: <a href="8.html#multiplicative" title="Multiplicative numerals">multiplicative numeral</a>)|I’ll drink my coffee black [this once].
||(drink)a{(several)}à (coffee)yÌ (black)Ìy.|(iterative)|I drink my coffee black [at several occasions].
||(drink)a{(each)}à (coffee)Ìy {(one)Ìy}.|(<a href="8.html#distributive" title="Distributive numerals">distributive</a>: each of the actions of drinking one coffee)|I’m drinking my coffees one by one / one at a time.
||(drink)a{(habit)}à (coffee)yÌ (black)Ìy.|(habitual)|I drink my coffee black [habitually].
||(drink)a{(habit)}à (coffee)yÌ (black)yÌ {(front)il(opposition)ÌaR}.|(habitual past)|I would drink my coffee black [habitually] back then.<br>I used to drink my coffee black.
||wà {(outside)il(opposition)ÌaR} (drink)àRe.|(progressive)|
||<=> (drink)à (coffee)yÌ (black)yÌ {(outside)il(opposition)èaR} \{zàRy\}.||I am drinking my coffee black [a currently ongoing event].
||{(make)íl} ve{Ì} (drink)ì{y} (coffee)yÌ (black)Ìy.|(gnomic: I am a black-coffee-drinker.)|I drink my coffee black. [Full stop.]
13Modals a¤7||(want)á<nonut>{´}</nonut> (Zarathustra)y{è} (dance)à{y}.||Zarathustra wants to dance.<nonut> [It is his decision.]</nonut>
|¤|(must)à{`} ve{è} (speak)à{y}.||I must speak in my opinion. [I haven’t got any choice.]
13Modals a pronoun¤7||(want)á (eagle)yè (scratch)áy vè{e}.||The eagle wants to scratch someone.
||(want)á (eagle)yè (scratch)ày vè{i}.||The eagle wants to be scratched.
13Modals b¤7|With the eagle as the agent of the accusative object:|||
||(want)á (Zarathustra)yè (fly)áy {(eagle)Ìy zèU}.||Zarathustra wants his eagle to fly.
|With the eagle as the recipient of the wish:|||
||(want)á (Zarathustra)yè (fly)aÌ {(eagle)Ìi vèU}.|Zarathustra wants flying of his eagle.|Zarathustra wants his eagle to fly.
13Modals c¤7||(must)à (speak)á{y} zèe. => (speak)a(must)á vèe.||I must speak. It is necessary for me to speak.
||(should)à (open)à{y} (door)Ìy. => (open)a(should)à (door)Ìy.||Someone should open the door. The door should be opened.
13Weighting||(want)a{(1/2)}á veè (open)áy ziè (door)Ìy.|I half-want you to open the door.|Would you open the door?
||(open)a(should)a{(3/4)}á viè (door)Ìy.|You should really open the door.|Will you open the door!
||(certain)il{(1/4)}ìl (correct)ilÌ vèi.|I am a bit certain about the correctness (abstract noun).|This might be right.
||(correct)il(certain)il{(1/4)}ìl.|The correctness is a bit certain.|
13Modal adjectives||(teach)ìl (see)ày. => (see)a(teach)è.|something that someone has been taught / is able to see|visible
||(regret)a(should)Ì.|something that should be regretted|regrettable
||(regret)a(must)Ì.|something that must be regretted|
13Modal adjectives II||(want)à (war)ày. <=> (war)à (want)Ìa. => (want)y(war)è.|someone wanting to make war|warlike
13Modal adverbs object¤7||(want)á veè (speak)ày.||I want to speak.
||<=> (speak){á} veè (want)Ì{a}.|(pronoun moved to first verb in sentence)|I’ll gladly speak.
|¤>|(must)à (speak)áy zèe.||I must speak.
|¤|<=> (speak){á} veè (want)Ì{a}.||I speak of necessity.
13Modal adverbs predicate||(certain)il(1/2)ìl (speak)áy (Zarathustra)Ìe. => (speak)a(certain)il(1/2)á (Zarathustra)Ìe.||Zarathustra will possibly speak.
13Modal adverbs affirmative||(want)á venè (speak)áy (Zarathustra)Ìe.||We want Zarathustra to speak.
||<=> (speak)á (Zarathustra)yè (want)ý{a\(l\)} zène.|(translated as object: The action / the fact of speaking is a wanted thing.)|Luckily for us, Zarathustra speaks.
||(do)à (strange)yà (sad)Ì{al}.|(translated as object)|Sadly [enough], he is behaving strangely.
|>|(certain)il(1/2)à (speak){á\(l\)}y (Zarathustra)Ìe. => (speak){a\(l\)}(certain)il(1/2)á (Zarathustra)Ìe.|(translated as predicate)|Possibly, Zarathustra will speak.
13Modified objects||(eat)à (vitamin)y{(should)}ÌOl.|She eats it because of something that should be vitamins. (modified object)|She should eat it because of the <em>vitamins</em> [and not just because of the taste].
||(eat)à (vitamin)y{(certain)il(1/2)}ÌOl.|She eats it because of something that is possibly vitamins. (modified object)|Maybe she eats it because of the <em>vitamins</em> [and not&nbsp;...].
|But don’t do this with adverbs that are translated as objects:|||
||(eat)à (vitamin)ÌOl {(want)Ìy}.|She eats it because of the wanted vitamins. (not a modified object as the vitamins have a higher degree of reality)|Luckily she eats it because of the <em>vitamins</em> [and not&nbsp;...].
13Modified topics||(should)à (sing){ìR}y. => (sing){iR}(should)à.||She should stop singing.
13Modified topics II||(want)à (sing){iR}(not){ìR}y.|She wants to not stop singing.|She doesn’t want to stop singing.
||<=> (sing){iR}(not)à (want)Ì{iR}. <= (not)à (sing){ìR}y (want)Ì{iR}.|There is no wanted end of singing.|She doesn’t gladly stop singing.
13Negating||(allow)a{(opposition)}à (speak)áy zìe. => (speak)a(allow)a{(opposition)}á vìe.|You are forbidden to speak.|You must not speak.
|>|(must)à (not)ày (speak)áy cìe.|It is necessary for you not to speak. You must ‘not speak’.|
||(must)à (speak)a{(not)}áy zìe. => (speak)a{(not)}a(must)á vìe.|You must do something that is not speaking. You don’t have to <em>speak</em>. (modified object)|You must not speak.
13Counterfactual||(not)à (want){ý}y (Zarathustra)yè (dance)à{y}. => (want){y}(not)á (Zarathustra)yè (dance)ày.|(The wanted action, the dancing, doesn’t exist.)|Zarathustra wants to dance (but he doesn’t).
||(want){y}(not)á veè (speak)áy zìe.||If only you would speak!
||(want){y}(not)á veè (speak){ìl}y.|I wish the consequence of speaking existed. (perfect)|I wish I had spoken.
||(opportunity){y}(not)à veì (help)aÌ {(front)il(opposition)ÌaR}.|In the past I had the opportunity to help him.|I could have helped him.
13‘enough’||(must){Ì} (light)Ì{yn}.|what is necessary of the light|enough light
||(want){ý} \(veè\) (light)Ì{yn}.|what is wanted of the light|enough light (for me)
||(want){Ì} (amount)Ì{y} (human)Ìyn.|the wanted amount of people [as opposed to those who are wanted of the people]|enough people
||(want){ý} veè (fast)á{yn} (horse)Ìe.|There is what I want of the horse’s speed.|The horse is fast enough for me.
13‘too’||(more)Ì (light)y{Ì} (should)Ì{ym}.|more light than the recommended one|too much light
||(more)Ì (human)y{Ì} (want)ý{ym} \(zèe\).|more people than the wanted ones|too many people (for me)
||(fast)a(more)á (horse)y{è} (want)Ì{em}.|The horse is faster than a wanted one.|The horse is too fast.
14Infinitive clauses¤7||(television)á (Amélie)Ìi.||Amélie is watching television.
||(want)á veè {(television)á}y {(Amélie)Ìi}.|(<nonut><a href="13.html#nom_is_other" title="b. The nominative object is someone else"></nonut>construction b<nonut></a></nonut>)|I want Amélie to watch television.
||(should)à {(television)á}y {(Amélie)Ìi}. => (television)a(should)á (Amélie)Ìi.|(<nonut><a href="13.html#nom_is_undefined" title="c. The nominative object is undefined"></nonut>construction c<nonut></a></nonut>)|Amélie should watch television.
|¤|(dare)á (Amélie)yè {(television)à}y.|(<a href="13.html#nom_is_same" title="a. The nominative object is the same as the agent of the accusative object">construction a</a>)|Amélie dares (to) watch television.
||(decide)íl (Amélie)yè {(television)à}y.|(construction a)|Amélie has decided to watch television.
14Infinitive topic||(want)á veè (teach){ìl}y (orangutan)yÌ (Amélie)Ìi.||I want Amélie to know about orangutans.
||(want)á veè (sing){éR}y (Amélie)Ìe.||I want Amélie to start singing.
14Infinitive final||(try)á (Amélie)yè (teach)á{y} veì (box)Ìy.||Amélie is trying to learn about the box.
||(hear)á (Amélie)yì (teach)á{Ul} viì (box)Ìy.||Amélie is listening to learn about the box.
||(give)à (book)yÌ (read)à{Ul}.||I give you a book to read.
14Infinitive tentive||(hear)á (lion)yè (roar)à{o}.||The lion produces a sound (intending) to roar.<br>The lion produces a sound that is meant to be a roar.
14Infinitive ‘enough’, ‘too’||(want){ý} (horse)yè (eat)Ì{yn}.|There is what the horse wants of the food.|The horse has got enough to eat.
||(fast)á (horse)y{è} (win)í{em} (race)ày.|The horse is as fast as a winner of the race.|The horse is fast enough to win the race.
|>|(move)à (front)Ìir.|to move to the front of someone-nom|to overtake someone
||<=> (fast)a{(more)}á (horse)y{è} (front)è{em} (move)ìry.|The horse is faster than overtaken ones.|The horse is too fast to be overtaken.
14Infinitive modal||(teach)a{(must)}á viì (box)Ìy.|You must learn about the box.|You are to learn about the box.
||(male)ìl (speak)a{(should)}ìy.|He is the man one should speak to. The man should be the recipient of speaking. (<a href="13.html#modified" title="Modified objects and topics">modified object</a>)|He is the man to speak to.
14Gerund clauses¤7||(television)á (Amélie)Ìi.||Amélie is watching TV.
||(see)à veì {(television)á}y {(Amélie)Ìi}.||I see Amélie watching TV.
||(see)à {(television)á}y {(Amélie)Ìi}. => (television)a(see)á (Amélie)Ìi.||Amélie is seen watching TV.
|¤>|(lie)à.||He is lying.
|¤|(make)ìl {(lie)a}Ì (do)ày (good)il(opposition)Ìa.|(<a href="10.html#pred_noun" title="Predicate noun">depictive predicate noun</a>)|Telling lies / Lying is bad behaviour.
|¤>|(plug)à.||She plugs it in.
|¤|(function)a(certain)il(1/2)à {(plug)à}u.||Maybe it works by plugging it in-ins.
14Gerund topic||(see)à (give){à}y (Lucy)yì (bottle)yÌ (FatherChristmas)Ìe.||I see Lucy getting a bottle from Father Christmas.
||(see)à (give){ì}y (Lucy)y{ì} (bottle)yÌ (FatherChristmas)Ìe.|(topicalisation with unwanted result)|I see [the image of] the one getting / the one who got a bottle from Father Christmas, [which is] Lucy.
14Gerund modified¤7||(help)a(not)à {(run)à}e {(fast)Ìa}.||Fast running / Running quickly didn’t help.
|¤|(prove)à {(meet)á}i {(Amélie)yè} (Nino)yí (difficult)Ìy.||Amélie’s / Amélie meeting Nino proved difficult.
14Gerund attributive¤7||(ride)à (horse)yì (fast)Ìa.||He is riding a horse fast.
